query_id,verse_id,query,positive,query_language,positive_language
BG_2_11_sa_en,BG_2_11,श्रीभगवानुवाच |अशोच्यानन्वशोचस्त्वं प्रज्ञावादांश्च भाषसे |गतासूनगतासूंश्च नानुशोचन्ति पण्डिताः |,"Shree Bhagavan said: Arjuna, you grieve over those who should not be grieved for, and yet speak like the learned; wise men do not sorrow over the dead or the living.",sanskrit,english
BG_2_11_en_sa,BG_2_11,"Shree Bhagavan said: Arjuna, you grieve over those who should not be grieved for, and yet speak like the learned; wise men do not sorrow over the dead or the living.",श्रीभगवानुवाच |अशोच्यानन्वशोचस्त्वं प्रज्ञावादांश्च भाषसे |गतासूनगतासूंश्च नानुशोचन्ति पण्डिताः |,english,sanskrit
BG_2_12_sa_en,BG_2_12,न त्वेवाहं जातु नासं न त्वं नेमे जनाधिपाः |न चैव न भविष्यामः सर्वे वयमतः परम् |,"In fact, there was never a time when I was not, or when you or these kings were not. Nor is it a fact that hereafter we shall all cease to be.",sanskrit,english
BG_2_12_en_sa,BG_2_12,"In fact, there was never a time when I was not, or when you or these kings were not. Nor is it a fact that hereafter we shall all cease to be.",न त्वेवाहं जातु नासं न त्वं नेमे जनाधिपाः |न चैव न भविष्यामः सर्वे वयमतः परम् |,english,sanskrit
BG_2_13_sa_en,BG_2_13,देहिनोऽस्मिन्यथा देहे कौमारं यौवनं जरा |तथा देहान्तरप्राप्तिर्धीरस्तत्र न मुह्यति |,"Just as boyhood, youth and old age are attributed to the soul through this body, even so it attains another body. The wise man does not get deluded about this.",sanskrit,english
BG_2_13_en_sa,BG_2_13,"Just as boyhood, youth and old age are attributed to the soul through this body, even so it attains another body. The wise man does not get deluded about this.",देहिनोऽस्मिन्यथा देहे कौमारं यौवनं जरा |तथा देहान्तरप्राप्तिर्धीरस्तत्र न मुह्यति |,english,sanskrit
BG_2_15_sa_en,BG_2_15,यं हि न व्यथयन्त्येते पुरुषं पुरुषर्षभ |समदुःखसुखं धीरं सोऽमृतत्वाय कल्पते |,"Arjuna, the wise man to whom pain and pleasure are the same, who is not disturbed by the contacts of the senses and their objects, is fit for immortality.",sanskrit,english
BG_2_15_en_sa,BG_2_15,"Arjuna, the wise man to whom pain and pleasure are the same, who is not disturbed by the contacts of the senses and their objects, is fit for immortality.",यं हि न व्यथयन्त्येते पुरुषं पुरुषर्षभ |समदुःखसुखं धीरं सोऽमृतत्वाय कल्पते |,english,sanskrit
BG_2_16_sa_en,BG_2_16,नासतो विद्यते भावो नाभावो विद्यते सतः |उभयोरपि दृष्टोऽन्तस्त्वनयोस्तत्त्वदर्शिभिः |,"The unreal has no existence, and the real never ceases to be, the reality of both has thus been perceived by the seers of truth.",sanskrit,english
BG_2_16_en_sa,BG_2_16,"The unreal has no existence, and the real never ceases to be, the reality of both has thus been perceived by the seers of truth.",नासतो विद्यते भावो नाभावो विद्यते सतः |उभयोरपि दृष्टोऽन्तस्त्वनयोस्तत्त्वदर्शिभिः |,english,sanskrit
BG_2_18_sa_en,BG_2_18,अन्तवन्त इमे देहा नित्यस्योक्ताः शरीरिणः |अनाशिनोऽप्रमेयस्य तस्माद्युध्यस्व भारत |,"Know that alone to be imperishable, which pervades this universe; for no one has power to destroy this indestructible substance.",sanskrit,english
BG_2_18_en_sa,BG_2_18,"Know that alone to be imperishable, which pervades this universe; for no one has power to destroy this indestructible substance.",अन्तवन्त इमे देहा नित्यस्योक्ताः शरीरिणः |अनाशिनोऽप्रमेयस्य तस्माद्युध्यस्व भारत |,english,sanskrit
BG_2_19_sa_en,BG_2_19,य एनं वेत्ति हन्तारं यश्चैनं मन्यते हतम् |उभौ तौ न विजानीतो नायं हन्ति न हन्यते |,"All these bodies pertaining to the imperishable, indefinable and eternal soul are spoken of as perishable; therefore, Arjuna, fight.",sanskrit,english
BG_2_19_en_sa,BG_2_19,"All these bodies pertaining to the imperishable, indefinable and eternal soul are spoken of as perishable; therefore, Arjuna, fight.",य एनं वेत्ति हन्तारं यश्चैनं मन्यते हतम् |उभौ तौ न विजानीतो नायं हन्ति न हन्यते |,english,sanskrit
BG_2_20_sa_en,BG_2_20,न जायते म्रियते वा कदाचिन्नायं भूत्वा भविता वा न भूयः |अजो नित्यः शाश्वतोऽयं पुराणोन हन्यते हन्यमाने शरीरे |,"The soul is never born nor dies; nor does it become only after being born. For it is unborn, eternal, everlasting and ancient; even though the body is slain, the soul is not.",sanskrit,english
BG_2_20_en_sa,BG_2_20,"The soul is never born nor dies; nor does it become only after being born. For it is unborn, eternal, everlasting and ancient; even though the body is slain, the soul is not.",न जायते म्रियते वा कदाचिन्नायं भूत्वा भविता वा न भूयः |अजो नित्यः शाश्वतोऽयं पुराणोन हन्यते हन्यमाने शरीरे |,english,sanskrit
BG_2_21_sa_en,BG_2_21,वेदाविनाशिनं नित्यं य एनमजमव्ययम् |कथं स पुरुषः पार्थ कं घातयति हन्ति कम् |,"Arjuna, the man who knows this soul to be imperishable, eternal and free from birth and decay,—how and whom will he cause to be killed, how and whom will he kill?",sanskrit,english
